ID,Temperature,value,Site,Date,Year,Region,Island,Locale,Chondria_cover,Category,Lat,Long,X,Y,Depth_m,Visual_presence,PlateID,Plate,Threshold,E,Gradient_temp
CT415,85.5,16.53541079,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,86,16.13067799,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,75,320.3067785,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,91.5,12.34729796,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,93,11.83640405,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,67.5,352.2083634,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,88.5,15.41724898,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,86.5,15.8539022,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,69.5,347.4938676,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,79,1368.333988,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,89.5,14.28929177,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,70.5,339.4189984,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,80.5,397.5500644,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,66,352.3290601,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,66.5,352.3290601,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,89,15.01481428,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,74.5,314.7926902,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,78,1445.899914,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,94.5,15.45693631,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,92.5,11.88498353,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,68.5,353.4126429,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,75.5,348.9939095,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,72.5,324.7384274,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,80,709.8059538,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,81.5,51.93401353,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,79.5,1052.812469,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,78.5,1523.421698,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,67,352.3290601,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,91,12.42543109,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,68,353.174405,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,84.5,17.20284984,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,65,176.1645301,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,90.5,13.25209453,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,94,12.75890895,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,92,12.16196004,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,71.5,332.2454515,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,76.5,656.5410128,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,85,16.99164751,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,83.5,17.91266593,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,69,351.0872251,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,95,8.136127549,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT415,82.5,21.31466068,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D7,4,2799,1.873,54.7
CT416,85.5,17.77534887,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,65,176.6321504,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,91,12.17901962,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,92.5,12.80180532,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,77.5,1710.876489,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,70.5,363.6259422,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,88,15.77892081,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,72,361.3482775,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,87,16.32222117,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,79,2037.266934,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,75,397.1810426,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,74,360.3054156,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,93.5,12.09143012,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,92,12.69068075,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,87.5,15.95432013,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,82,52.21839576,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,76,631.1232461,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,89.5,12.87928999,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,75.5,466.3816012,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,90,12.30917488,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,82.5,27.72626406,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,84,22.16180699,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,80,1196.096464,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,84.5,20.94478857,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,73.5,358.3877023,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,80.5,731.7561875,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,68,355.3198846,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,86,17.10535326,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,65.5,382.7029924,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,79.5,1674.797039,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,66,353.2643007,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,89,13.39609607,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,83,24.24412021,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,78,2042.446736,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,77,1300.002019,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,71,364.0741353,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,71.5,363.4113564,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,95,3.417249191,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,85,19.32659602,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,81,370.9644271,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,73,359.2429056,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,70,364.0718749,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,78.5,2171.643638,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,72.5,359.9524684,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,88.5,14.57356127,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,68.5,358.8387561,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,93,12.89483021,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,91.5,12.4736683,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,94.5,10.15471574,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,81.5,149.3884551,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,86.5,16.81179664,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,69.5,363.4586763,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,94,11.54983716,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,66.5,353.2643007,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,74.5,371.090717,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,83.5,23.20630165,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,67.5,352.8941955,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,67,353.2643007,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,90.5,11.88996664,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,69,361.0806392,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT416,76.5,917.5891521,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D8,4,2799,1.873,54.7
CT417,92.5,11.94395838,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,77.5,1806.227026,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,67,386.6319733,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,65,193.3159867,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,73,382.304328,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,84,18.76283152,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,76,657.9751849,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,83,21.48301276,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,85,17.83908543,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,85.5,17.82644542,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,77,1364.027465,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,88,14.96062469,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,87.5,16.16409142,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,80.5,800.532243,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,74,384.1239292,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,90,14.12366669,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,84.5,18.17892496,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,82.5,26.04465575,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,66,386.6319733,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,75,420.3200216,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,81,406.977636,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,89,13.9874599,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,89.5,14.12224922,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,73.5,381.7390885,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,79,2194.100219,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
CT417,82,54.81090205,M04,7/15/2021,2021,PMNM,Manawai,Manawai,0,Absent,27.78565,-175.82392,-19572629.24,3221975.939,12.2,0,D9,4,2799,1.873,54.7
