"","S_25","S_26","S_27","S_28","S_29","S_30","S_31","S_32","S_33","S_34","S_35","S_36","S_37","S_38","S_39","S_40","S_41","S_42","S_43","S_44","S_45","S_46","S_47","S_48"
"ENSG00000228794.10",332.123666398256,347.008615548957,322.44407117888,317.739116822552,379.038038517038,380.566458302456,380.374870877628,408.835575089318,396.168918718019,451.971005374961,455.733856638907,437.816686397184,418.213733617484,422.595545744236,364.214867803873,388.146311159996,403.991028251256,411.257664454871,415.657692680867,368.509440496998,445.62315033901,444.056407526119,457.573310638587,395.870816431501
"ENSG00000223764.2",91.7578898157343,113.349519119144,86.1491793226014,77.0050094887596,84.8715607983802,92.659659412772,68.8867876392554,84.1720301654479,94.5305445964905,56.8346773225998,63.5657152285947,48.646298488576,48.9138869728052,39.1090993490809,75.2710726794671,69.8300606526161,51.7648671296874,55.7797751789365,66.0911656944674,40.9454933885553,33.0857095379311,67.573801145279,39.0254422719477,50.2897779831549
"ENSG00000187634.12",201.468410247591,217.750391992039,232.602784171024,187.652984288142,149.967223935002,156.363175259053,123.79654590243,126.258045248172,114.296022103029,56.8346773225998,70.0300252518416,79.7799295212646,117.393328734732,87.9954735354321,116.548757697239,108.826068549532,91.1511790761887,133.304208478475,103.51628361784,109.906324358754,94.0874864984916,95.7295516224786,126.83268738383,112.184889347038
"ENSG00000188976.11",2417.62092297109,2491.70083256644,2673.08596412415,2330.33606384916,2312.95603068984,2418.25164699583,2301.21805084759,2357.67574289953,2467.2472139684,1362.67904913948,1612.84535080011,2396.31666354725,2274.49574423544,2353.0641441697,2362.54044248779,2029.60617844876,2364.30403998855,2505.36278346071,2410.33685008618,2484.74494089496,2662.36568938039,2536.43089298887,2464.4566794735,2203.72386085158
"ENSG00000187961.14",376.007874570998,407.660551217972,479.973999083065,322.224845530635,430.125774143247,546.030135825264,429.294473693911,458.651674574991,435.699873731097,391.076708243604,287.661796034488,356.090904936376,379.08262403924,348.722802529305,360.572719125834,559.547369125508,421.996199426799,380.058807151398,492.100486737119,341.571615899264,405.299941839656,452.905357676096,299.520269437199,493.871409424316
"ENSG00000187583.11",7.97894694049864,16.9029984651354,7.38421537050869,13.4571861242493,24.7198720771981,24.8195516284211,16.9721070995267,34.3559306797746,33.5153749023921,18.9448924408666,4.30954001549794,18.4855934256589,25.6797906607227,20.6409135453483,24.2809911869249,36.2753561831772,32.6343727556725,40.6530564863435,37.4251179233731,26.9378245977338,25.8482105765087,38.6136006544452,40.9767143855451,45.1318520361647
"ENSG00000188290.11",2.99210510268699,2.98288208208273,1.23070256175145,0,39.551795323517,47.9844664816141,60.8999137100664,57.5461838886225,61.8745382813393,48.7154377050856,42.0180151511049,80.7528554910362,34.2397208809636,46.7136464447356,41.2776850177723,62.5749894159806,79.897947091474,66.1793942800941,57.3320955421886,58.185701131105,68.2392759219829,80.4450013634274,50.733074953532,60.6056298771354
"ENSG00000187608.10",460.784185813796,441.466548148243,487.358214453574,435.863306135407,499.341415959402,539.411588724351,548.099223390597,481.841927783839,795.775311785002,338.301650729761,421.257536514924,830.878778184878,744.713929160959,714.827426991535,661.657009843703,548.664762270555,908.135821166472,750.663415119924,792.297709228856,629.267582603061,922.26415336983,850.303664411428,758.069216132585,785.294225429265
"ENSG00000188157.15",8107.60745991417,8293.40648221734,9076.43139291694,7539.76233683632,8718.69888162778,8864.71652328439,8877.41037229361,9486.53135895277,9802.81747465607,5587.39006345273,6498.7863433709,6923.34120089414,9772.99461716647,9222.14289928744,9668.69069063348,7286.81217329572,8366.77798063534,9440.01788409628,9310.09529276762,8284.997333279,10575.0199110612,9580.9996623842,9260.73745113319,7445.46610448042
"ENSG00000217801.10",58.8447336861774,61.6462296963763,62.7658306493239,63.5478233645104,188.695023522612,241.576969183298,200.670207470874,245.644904360389,282.732265202231,165.091205556123,168.07206060442,250.041974231281,266.580684001788,199.890952228636,244.023961428595,273.878939182988,281.330799617866,331.842391318758,296.215826967974,290.928505655525,413.571369224139,379.700406435377,305.374085777991,401.028742378492
"ENSG00000273443.1",7.97894694049864,7.95435221888727,4.9228102470058,3.7381072567359,27.1918592849179,38.0566458302456,27.9540587521616,38.6504220147465,26.6404262044655,17.5916858379476,7.5416950271214,16.5397414861158,30.5711793580032,22.8136412869639,24.2809911869249,36.2753561831772,50.6395439312159,37.8167967314823,36.6288388186205,30.1703635494618,56.8660632683191,34.5913505862738,29.2690817039608,29.6580741951939
"ENSG00000131591.17",311.178930679447,345.020027494235,337.212501919897,313.253388114469,417.765838104648,419.450422520316,363.402763778101,402.823287220358,356.637963704942,179.976478188233,219.786540790395,337.605311510718,321.608806846194,319.390978017494,338.719827057602,340.081464217286,318.466465167425,314.824832789591,386.991644909773,351.269232754448,305.008884802803,323.388905480978,314.154810289179,304.317630872425
"ENSG00000186891.14",6.98157857293631,5.96576416416545,15.9991333027688,14.2048075755964,22.2478848694783,33.9200538921755,23.9606217875671,18.8957618738761,35.2341120768737,24.3577188525428,5.38692501937243,25.2960752140595,13.4513189175214,16.2954580621171,16.9966938308474,25.392749328224,27.0077567633152,33.0896971400471,40.6102343423836,23.7052856460057,41.3571369224139,32.178000545371,18.5370850791752,27.0791112216988
"ENSG00000078808.18",7273.80750463207,7117.15664784938,7699.27522631707,6617.1974658739,6883.66037776377,7442.55621497587,7006.48515438108,7044.68358588779,7035.65062374062,4201.70650206363,5014.14980803186,8483.91445640766,6993.46298993682,6499.71503904309,6786.5370367455,6340.93226081937,6926.36428659187,7288.24215007494,6932.4058859763,6584.68184467004,7689.3256822998,7400.94012543532,6974.82217005386,6880.67321328499
"ENSG00000176022.7",2006.70515553541,1704.2199628966,2060.19608837193,1756.91041066588,1675.18333109813,1758.05157367983,1770.09093455652,1618.16433501739,1607.01925814034,1198.94105018627,1264.84999454865,1805.75059989594,1636.16951924033,1557.84579073839,1464.14376857157,1250.59290441503,1468.54677400526,1597.75966190513,1417.37680645966,1479.42532690754,1569.50334620561,1443.98777447352,1521.99224860596,1357.82400554518
"ENSG00000184163.3",11.968420410748,11.9315283283309,22.1526461115261,7.47621451347181,23.0718806053849,19.8556413027369,14.9753886172294,21.4724566748591,30.0779005534288,10.8256528233524,6.46431002324691,33.0794829722317,26.9026378350428,26.0727328993873,15.7826442715012,23.5789815190652,24.7571103663722,29.3080174668988,31.8511641901048,12.9301558069122,27.9160674226294,30.5691005181024,22.4396293063699,24.5001482482037
"ENSG00000160087.21",1775.31569426095,1764.87189856561,1898.97405278249,1593.18131282084,1661.99939932362,1700.96660493446,1603.3649412847,1660.25035010011,1627.64410423412,1056.85435687977,1161.4210341767,1908.88075269172,1641.06090793761,1570.88215718808,1584.33467494685,1490.91713912858,1649.72380895917,1641.24897814633,1645.90890952366,1571.01393053983,1756.64439077953,1752.89657970908,1709.31437151131,1604.11496951397
"ENSG00000162572.21",32.9131561295569,40.7660551217972,28.3061589202833,36.6334511160119,45.3197654748632,43.8478745435439,42.9294473693911,48.9572012186789,56.7183267578943,40.5961980875713,26.9346250968621,57.4026322165197,52.5824284957656,47.8000103155434,44.919833695811,43.5304274198126,38.2609887480298,40.6530564863435,58.1283746469412,40.9454933885553,53.7642779991381,46.6581007907879,48.7818028399346,63.1845928506305
"ENSG00000131584.19",1052.22362777826,1170.28407020379,1367.31054610586,1004.80323061061,1338.99307084823,1511.51069417084,1145.11804959748,1409.45205613775,1280.45919498883,830.868854192293,859.75323309184,1146.10679239085,1132.35648342044,1116.78205919042,1063.50741398731,1215.22443213644,1178.21338879962,1126.94054259817,1361.63726912698,1133.54365907264,1124.91412428966,1291.14227188301,985.39241736668,1232.74430133067
"ENSG00000169972.12",332.123666398256,352.974379713122,337.212501919897,353.624946487217,342.782226137147,371.465956038702,377.379793154182,369.326254807577,366.091018164591,211.100230055371,274.733175987994,409.60183327381,403.539567525643,353.068258012536,333.863628820217,332.826392980651,337.59695954144,362.095828703943,347.177689672142,368.509440496998,378.417802840087,341.891255794566,344.399528049939,358.475853315822
"ENSG00000127054.21",2085.49725657283,2157.61803937317,2386.33226723606,1986.43019622946,2230.55645709918,2313.18221176884,2053.62495904273,2102.58295760221,2253.26443574544,1465.52275096132,1592.37503572649,2174.48954243935,2108.1885285279,2094.50954291745,2069.95449868535,2040.48878530372,2186.50297463006,2350.31391686163,2248.6921918214,2212.1341559659,2333.5764508472,2246.82888808053,2270.30510417056,2036.0912675744
"ENSG00000240731.1",39.8947347024932,52.6975834501281,36.9210768525435,37.381072567359,55.2077143057425,49.6391032568421,57.9048359866205,85.8898266994366,57.5776953451351,62.247503734276,48.4823251743519,41.8358167001754,62.3652058903266,89.0818374062399,42.4917345771185,57.133685988504,42.7622815419157,55.7797751789365,62.9060492754569,63.5732660506517,59.9678485375002,53.0937008998621,61.4650715783177,55.4477039301451
"ENSG00000224051.7",963.45784306521,831.229806873719,898.412870078558,876.212340978896,856.955565342868,785.952468233334,746.772712379175,784.174117765856,751.088145248479,476.328724227503,562.394972022482,757.909330452014,814.416218097206,707.22287989588,766.06527194748,594.008957499526,663.940687098164,704.337839123859,699.929333077552,747.79401083309,733.055251949786,659.649011180105,724.897590201429,602.187854311111
"ENSG00000169962.5",33.9105244971192,46.7318192859627,38.1517794142949,41.119179824095,42.8477782671434,34.7473722797895,17.9704663406753,66.9940648255605,40.3903236003187,36.5365782788142,24.7798550891132,25.2960752140595,23.2340963120825,29.3318245118107,36.4214867803873,40.8097757060743,31.509049557201,39.7076365680565,34.2400015043626,25.8603116138244,40.3232084993536,34.5913505862738,37.0741701583503,27.0791112216988
"ENSG00000107404.20",1182.87888392892,1122.55795689047,1291.00698727727,1075.07964703725,1210.4497360468,1331.15528567098,1172.07374910849,1284.91180742357,1249.52192584816,657.658409018655,771.407662774132,1121.78364314656,1209.39585540261,1128.73206176931,1142.42063534482,1074.65742692662,1210.8477615553,1277.26230960582,1400.65494525986,1325.3409702085,1303.7837414791,1406.17862383271,1235.15524790715,1337.19230175722
"ENSG00000162576.17",76.7973643022994,92.4693445445645,118.147445928139,74.7621451347181,113.711411555111,169.600269460877,111.816235008646,160.613975927946,174.451823209887,83.8988093809807,53.8692501937243,89.5091892189799,134.513189175214,154.263669654708,137.187600206126,170.494174060933,128.286844625747,129.522528805327,167.21861199805,148.69679177949,141.648193959268,131.125352222387,109.271238361454,141.842963542232
"ENSG00000175756.13",1769.33148405557,1635.61367500869,1910.05037583825,1501.22387430514,1659.5274121159,1939.2343005673,1779.07616772686,1660.25035010011,1919.829423896,539.929434564699,851.134153060844,2139.46420752757,1699.75757230498,1652.35944749867,1698.45533352539,1262.38239517457,1834.27681350849,1907.85739510328,1747.832634932,1845.77974143672,1932.41222269979,1785.07458025445,1956.15029388138,1745.9579330562
"ENSG00000221978.12",2171.27093618319,2644.82211278002,2479.86566192917,2137.44972940159,2968.85663647149,3456.53622345144,2936.17452821812,3557.55662189066,3223.49157074033,3116.43480652256,2484.44981893456,2614.25208077607,2674.36677023812,2662.67784734993,2474.23300194764,3956.73447568005,3281.44244674279,2647.17577120376,3424.00015043626,2852.17686840805,2760.58888957113,3397.19240757754,2426.40687325835,3735.62786710769
"ENSG00000224870.7",394.957873554682,415.61490343686,473.820486274308,345.401110522398,498.517420223495,529.483768072983,502.174698297761,511.903367128642,556.870844532053,282.82018001008,254.262860914379,463.112761611244,425.550816663405,398.695540586464,463.766931670265,434.397390293547,559.285629640318,478.382478653252,490.507928527613,452.555453241927,564.52491899095,567.941709625797,517.087110103307,613.793187691839
"ENSG00000242485.6",1192.85256760455,1199.11859699726,1289.77628471552,1104.98450509113,1188.20185117732,1174.79211041193,1109.17711691613,1174.97282924829,1159.28822418787,840.341300412726,1017.05144365751,1671.48681606747,1085.88829079627,1084.19114306619,1039.22642280038,1234.2689941326,1256.98601269263,1230.93673360975,1185.65958697665,1282.24045085213,1270.69803194117,1203.45722039687,1195.1541695784,1212.11259754271
"ENSG00000272455.1",51.8631551132411,78.5492281615118,47.9973999083065,53.0811230456499,60.1516887211821,71.9766997224211,78.8703800507417,57.5461838886225,59.2964325196168,51.4218509109237,51.7144801859753,62.2672620653773,57.4738171930461,61.9227406360448,54.632230170581,77.9920157938309,85.5245630838314,67.1248141983812,68.4800030087252,59.2632141150143,58.9339201144398,73.2049512407189,70.2457960895059,76.0794077181061
"ENSG00000160072.20",632.331545034517,708.931641508328,748.267157544881,557.725602704997,706.988341407866,771.888055643895,653.925302952352,866.628351397315,727.025824805736,493.920410065451,492.36494677064,735.532033147269,695.800042188154,638.781956034988,577.887590248812,657.490830820086,587.418709602105,618.304626559736,660.115377839921,675.600640911163,632.764194912933,669.302411343716,554.161280261658,707.925336224411
"ENSG00000197785.14",1139.99204412374,1064.88890330353,1209.78061820167,1032.46522431046,1089.32236286853,1179.75602073761,1057.2624363764,1076.19952854394,1079.36694557447,542.635847770537,663.669162386683,1147.07971836062,1010.07176598843,954.913842440059,881.399980085373,753.620524705506,921.63969954813,992.690914201411,970.664228693443,937.436296001135,978.096288215089,864.783764656844,927.829890015557,835.58400341242
"ENSG00000160075.12",3133.73141088084,3048.50548788855,3289.66794756162,3094.40518712598,3206.9914041485,3251.36126332316,3115.87919162487,2983.81257953843,3450.3648777719,3415.49346576767,3343.12566702253,4132.01659361965,3307.80160653595,3305.80525886815,3325.28174304936,3136.00454203567,3362.46571703274,3513.18041635471,3299.78061009485,3451.27408746165,3417.13343821445,3384.32120735939,3600.09704958718,3252.07230957735
"ENSG00000215014.5",25.9315775566206,28.8345267934663,39.3824819760464,32.1477224079288,32.9598294362642,47.9844664816141,65.8917099158095,48.9572012186789,42.1090607748003,37.8897848817332,46.3275551666029,55.4567802769767,47.691039798485,38.0227354782731,40.063635458426,51.6923825610275,33.759695954144,54.8343552606494,46.9804671804045,46.3330583081021,48.5946358838363,42.6358507226165,40.0010783287464,43.8423705494171
"ENSG00000228594.4",492.699973575791,504.107071871981,498.434537509337,474.73962160546,502.637398903028,568.367732290842,546.1025049083,477.547436448867,505.308729297604,250.343221540023,342.608431232086,543.86561710228,520.932896260375,519.28193024613,505.044616688037,386.332543350837,442.252016999286,495.400037182419,390.973040433536,434.237732515468,508.692784145691,401.420556803503,455.62203852499,362.344297776065
"ENSG00000286989.1",32.9131561295569,18.8915865198573,20.9219435497746,15.7000504782908,33.7838251721708,38.0566458302456,48.9196028162828,46.3805064176958,36.9528492513554,24.3577188525428,21.5477000774897,29.1877790931456,19.5655547891221,23.9000051577717,18.2107433901937,40.8097757060743,32.6343727556725,23.6354979571765,27.073489561589,22.6277726620964,52.7303495760777,28.9602004908339,30.2447177607595,23.2106667614561
"ENSG00000272106.1",73.8052591996124,91.4750505172036,87.3798818843529,71.7716593293294,149.143228199095,137.33485234393,126.791623625876,113.374571243256,194.217300716426,133.967453688985,132.518355476562,181.937156347274,161.415827010257,220.531865773984,197.890078173438,154.170263778503,180.051711755434,181.520624311115,186.329310512113,175.634616377224,222.294610957975,212.374803599448,227.323201234095,183.106371118154
"ENSG00000197530.12",1312.53677171203,1350.25128915611,1623.29667895016,1220.86583004995,1679.30330977766,1713.37638074867,1477.57167689997,1587.24399740559,1653.42516185134,1086.62490214399,1171.11749921157,1715.26848470719,1420.94841655999,1429.65485398307,1437.43467826595,1383.90483838821,1480.92532918845,1477.69133228267,1536.81867217255,1409.38698295343,1618.09798208944,1642.68692784119,1283.93705074708,1571.87793234528
"ENSG00000248333.8",1003.3525777677,996.28261541563,1086.71036202653,1002.56036625657,1109.09826053029,1069.72267518495,1061.25587334099,1079.63512161192,1108.58547754066,676.603301459522,912.545098281689,1216.1574622144,1054.09426426395,1078.75932371215,991.878489985881,1116.37408653728,1118.57125928064,1047.52526946206,1059.84748842574,1215.43464584975,1159.03376225065,1179.32371998785,1100.51747206893,1156.66489361256
"ENSG00000189339.12",2656.98933118605,2651.78217097154,2776.46497931127,2745.26596934685,2459.62727168121,2335.51980823442,2396.06217875671,2433.25879039504,2472.40342549185,2106.94268074495,2071.81136245064,1896.23271508469,2382.10629557561,2428.02325125544,2262.9883786214,2101.25000691054,2292.28335528637,2330.4600985776,2281.33963511625,2221.83177282108,2171.24968842673,2211.43308748062,2301.52545798812,2214.03971274556
"ENSG00000269737.2",26.9289459241829,39.7717610944363,25.8447537967804,39.6239369214006,37.0798081157972,33.9200538921755,36.9392919224993,28.3436428108141,29.218531966188,36.5365782788142,24.7798550891132,15.5668155163443,37.908262403924,51.0591019279668,52.2041310518885,29.0202849465417,43.8876047403871,49.161835750927,36.6288388186205,60.3407270989237,43.4249937685346,47.4625508044222,42.9279864991425,24.5001482482037
"ENSG00000008128.23",38.8973663349308,44.7432312312409,50.4588050318094,43.3620441781365,60.9756844570887,70.322062947193,40.9327288870938,66.1351665585662,60.1558011068576,28.4173386612999,44.1727851588539,51.5650763978906,48.9138869728052,56.4909212820058,43.7057841364648,48.9717308472892,54.0155135266303,53.8889353423623,62.1097701707043,50.6431102437395,50.662492729957,53.8981509134964,42.9279864991425,70.9214817711159
"ENSG00000268575.1",69.8157857293631,55.6804655322109,91.0719895696072,72.5192807806766,72.5116247597812,67.8401077843509,81.8654577741876,73.8652509615155,104.84296764338,71.7199499547093,84.0360303022099,52.5380023676621,89.2678437253694,93.4272928894711,110.478509900508,62.5749894159806,64.1434223128735,115.341230031021,89.9795388370459,101.286220487479,74.442846460345,92.5117515679415,103.417422020661,69.6320002843683
"ENSG00000215790.7",501.676288883852,497.147013680454,461.513460656793,530.063609005151,398.813936178796,435.996790272597,405.333851906344,474.11184338089,456.324719824877,523.69095532967,476.204171712523,493.273466674161,435.333594057966,537.750116049863,489.261972416536,437.118042007285,428.748138617628,439.620262003482,409.287459842846,477.338251871842,407.367798685777,419.922907117091,427.328592877828,398.449779404996
"ENSG00000008130.15",2164.28935761025,2047.25140233611,2311.25941096922,2171.09269471221,2468.69122477619,2320.62807725737,2262.28204044279,2331.04989662271,2665.76135762103,2213.84600237556,2198.94279290783,2712.517603723,2796.65148767014,2730.03240734001,2571.35696669534,2495.74450540259,2740.16198827802,2804.11547763942,2726.45965467297,2798.30121921258,2787.4710285707,3058.51895183751,2885.93145601053,2905.20178964226
"ENSG00000078369.18",11414.8809667509,10696.6151463487,11267.0819528345,10810.6061864802,10126.0835985563,10022.1349475564,10562.6407713525,10161.6253968103,10273.751460464,10615.9057998999,10667.1889233613,10419.0642102832,9798.6744078272,9868.52940241809,9509.65019835913,9555.83570255345,9537.11410704567,10011.99693466,9548.18274508865,9617.88089437487,9500.76827950153,9605.93761280687,9690.01731612462,9052.16003696788
"ENSG00000169885.10",8.97631530806096,13.9201163830527,12.3070256175145,3.7381072567359,24.7198720771981,13.2370942018246,8.98523317033766,16.319067072893,12.8905288086123,9.47244622043331,9.69646503487037,6.81048178840064,11.0056245688812,15.2090941913092,23.0669416275786,12.696374664112,6.75193919082879,13.2358788560188,11.1479074665367,20.4727466942777,21.7124968842673,14.4801002454169,8.78072451118824,11.6053333807281
"ENSG00000142609.18",0,0.994294027360908,0,0,3.29598294362642,4.13659193807018,2.99507772344589,5.15338960196619,9.45305445964905,5.41282641167618,3.23215501162346,0,7.33708304592078,9.77727483727023,7.28429735607746,13.6032585686914,13.5038783816576,16.07213861088,21.4995358283207,14.0076687908216,19.6446400381466,8.04450013634274,18.5370850791752,18.0527408144659
"ENSG00000067606.17",90.760521448172,82.5264042709554,76.3035588285898,78.500252391454,119.479381706458,124.925076529719,94.8441279091198,109.080079908284,112.577284928548,51.4218509109237,66.7978702402181,101.184300856238,95.3820795969701,108.63638708078,125.047104612663,86.1539709350458,105.780380656318,120.068329622456,111.479074665367,140.076687908216,133.376766574785,115.036351949701,112.19814653185,126.369185701261
"ENSG00000182873.5",13.9631571458726,5.96576416416545,14.7684307410174,14.2048075755964,20.5998933976651,23.164914853193,18.968825581824,19.7546601408704,20.6248460937798,28.4173386612999,18.3155450658663,10.7021856674867,30.5711793580032,14.1227303205014,29.1371894243098,22.6720976144857,23.6317871679008,23.6354979571765,19.1106985140629,24.7827986299151,44.4589221915949,22.5246003817597,24.3909014199673,16.7632593277183
"ENSG00000162585.17",922.565739995155,977.391028895773,1064.557715915,797.712088587442,1042.35460592185,1047.38507871937,985.380571013697,1081.35291814591,1116.31979482583,686.075747679955,771.407662774132,1122.75656911633,972.163503584503,969.036572760561,1098.71485120835,868.794780587093,1045.42525137999,1146.7943608822,1086.92097798732,1124.92355520136,1229.34089501875,1039.34941761548,1198.08107774879,1013.53244858358
"ENSG00000157933.10",2976.14720880599,2774.08033633693,3068.14148644636,3059.26697891266,2544.49883247959,2267.67970045007,2580.75863836921,2380.00709784139,2701.85483828515,2247.67616744853,2419.80671870209,1804.77767392617,3073.01494906648,3086.35975696497,3059.40488955253,2138.43224699829,2495.96685420971,2899.60288938641,2546.50057699888,2804.76629711604,2801.94602649354,2554.12879328882,3007.88596311037,2344.27734290707
"ENSG00000116151.14",119.68420410748,111.360931064422,145.222902286671,108.405110445341,149.143228199095,137.33485234393,156.742400860335,155.46058632598,168.436243099201,101.490495218928,82.9586452983354,107.994782644639,146.741660918416,174.904583200056,180.89338434259,146.915192541868,184.55300454932,167.339325536809,186.329310512113,210.115031862323,185.073187727802,188.24130319042,143.418500349408,162.474667330193
"ENSG00000269896.2",51.8631551132411,48.7204073406845,57.8430204023181,61.3049590104688,95.5835053651661,92.659659412772,84.8605354976335,106.503385107301,69.6088555665067,52.7750575138427,59.2561752130967,45.7275205792615,90.4906908996896,72.7863793441228,80.1272709168521,91.5952743625224,70.8953615037023,93.5965719104188,84.4055851037776,80.8134737932013,95.121414921552,94.9251016088443,56.5868912943242,87.6847410988342
"ENSG00000157916.20",2378.72355663616,2379.34560747465,2474.94285168216,2366.22189351383,2442.32336122717,2608.53487614705,2432.00311143806,2648.84225541062,2693.26115241274,2037.92914399608,2146.15092771798,2945.04691049839,2423.6830995025,2433.45507060948,2275.12887421486,2572.82963729184,2507.22008619442,2484.56354525839,2579.14802029373,2577.41105751117,2697.51925576445,2598.3735440387,2579.58173417574,2838.14875233138
"ENSG00000157911.11",341.099981706317,365.900202068814,390.132712075209,281.853287157887,360.086136591186,411.177238644176,408.328929629789,385.64532188047,402.184498828705,223.279089481642,270.423635972496,340.524089420032,379.08262403924,347.636438658497,346.004124413679,308.340527557006,352.226161121569,366.822928295379,338.418619519863,342.649128883174,363.942804917242,377.287056394474,359.034068901919,324.949334660385
"ENSG00000157881.16",507.660499089226,537.913068802251,572.276691214424,457.544328224475,537.245219811106,604.76974134586,608.999137100664,622.701243570915,568.042636166184,412.728013890308,432.031386553669,552.621950830223,550.281228444058,597.500128944292,558.462797299272,586.753886262891,625.679698350135,585.214929419689,607.560956926248,598.01970606969,581.067773759915,691.022561711841,555.136916318456,648.609187834023
"ENSG00000238164.6",56.8499969510528,75.566346079429,79.9956665138442,49.3430157889139,83.223569326567,124.097758142105,106.824438802903,126.258045248172,114.296022103029,58.1878839255189,66.7978702402181,95.346745037609,111.279092863132,119.500025788858,111.692559459854,123.336211022802,130.53749102269,116.286649949308,131.386052284182,122.836480165666,120.969625498061,142.387652413266,100.490513850265,123.790222727766
"ENSG00000157873.17",437.844713359863,541.890244911695,530.432804114875,414.929905497685,622.940776345393,711.493813348071,715.823575903567,754.971576688048,806.087734831892,503.392856285884,455.733856638907,734.559107177498,712.919902628635,725.691065699613,673.797505437165,726.414007568123,779.848976540725,778.080592750249,837.685618199755,758.569140672183,834.3802374097,900.179565256753,664.40815467991,887.163262882322
"ENSG00000157870.17",149.605255134349,141.189751885249,178.45187145396,130.08613253441,155.735194086348,162.154403972351,165.727634030672,164.049568995924,152.967608528867,98.7840820130902,120.667120433942,164.424488891387,143.073119395455,181.422766424903,142.04379844351,146.008308637288,193.555590137092,192.86566333056,186.329310512113,171.324564441587,158.191048728233,200.308053394934,161.955585428583,162.474667330193
