"","F_1","F_2","F_3","F_4","F_5","F_6","F_7","F_8","F_9","F_10","F_11","F_12","F_13","F_14","F_15","F_16","F_17","F_18","F_19","F_20","F_21","F_22","F_23","F_24"
"ENSG00000160087.21",1215.73415942546,1250.2874129529,1231.68821485577,1240.6632851652,1306.14051130658,1485.60392195451,1278.0810984486,1604.15662953557,1384.94309305966,1465.37132469616,1226.4390500907,1359.63285369628,1363.89270387968,1768.71455830939,1324.80126703115,907.075562159865,1435.4596979848,1515.90457169895,1187.92506445814,1426.3886882637,1460.42817891892,1839.21726515793,1745.15426975213,1542.60874974386
"ENSG00000162572.21",15.1461896938388,16.2639013067043,26.6865779885416,19.3517670129754,32.7016033758642,38.3527208401317,18.3401771974687,40.7922855571665,34.8559503286826,13.2313437895816,25.9563820125017,41.6214138886617,30.3496016372416,37.1332338208602,40.9250170751018,20.1101933267648,28.1797561174887,34.3310043917729,29.2112720768395,13.0970580725381,19.977059322865,52.1587610645733,35.6744242988004,54.2922742832573
"ENSG00000131584.19",919.878587405808,887.399115047055,765.699506902002,938.560700129304,1043.56587243567,1138.17339199097,826.454234960933,1176.85743832425,939.948793863475,901.936601656477,701.749327980849,892.192359254389,848.869160944667,1320.18418136795,991.55469941961,487.936795980978,801.842151343087,1020.01228604001,732.528822849974,794.157975852995,810.648038838365,1430.64030348544,995.991359477318,1038.63481237536
"ENSG00000169972.12",293.836080060472,310.030618659051,283.288289416827,319.304155714093,292.390806654786,331.638233147021,302.039793220812,353.873077208419,318.351013001968,361.656730248563,270.68798384466,331.904095368559,378.910178016471,416.283094939117,377.679443293082,261.432513247942,322.786297345779,408.920407866451,327.316048655868,341.71415152895,329.095766739829,490.540729059678,382.776930989831,343.457648183215
"ENSG00000127054.21",1811.48428738312,1629.43961216544,1707.94099126666,1901.84865810852,1938.05090595195,2011.26180170455,1717.67222065043,2186.46650586412,1958.90440847196,1870.02992226086,1580.55826183269,1803.59460184201,1973.6437913188,2206.49584125006,1784.33074447444,1290.22766659612,2016.98739240934,2229.22655183912,1903.97573382887,2163.39586525471,2053.43141355555,2535.90928794902,2368.97460816628,2201.19764213641
"ENSG00000240731.1",41.3995851631593,38.6267656034228,34.8978327542468,37.6284358585632,45.2051576078123,55.2730388578369,45.8504429936717,41.8120926960957,54.6076555149361,46.3097032635355,34.2995048022344,35.2181194442522,57.0204636820903,50.813898912756,40.9250170751018,51.8631301584987,52.9437842207363,51.8779621920124,71.9046697276048,59.5320821479007,51.519784569494,50.9168858011311,40.4952924472869,73.1765435991729
"ENSG00000224051.7",660.37387065137,736.95802796004,676.402111324959,607.430464573948,576.125306533608,729.829717163683,566.826101509267,727.122490056493,618.112185828639,615.257486215543,527.470763039766,602.976893515227,597.79518376385,907.80984788366,638.430266371588,384.21053566398,642.156866677318,669.073130035219,514.567792738172,610.799162837461,653.985836780108,874.280185463324,734.700305829348,689.275830030919
"ENSG00000169962.5",19.1851736121958,20.3298766333804,13.3432889942708,13.9762761760378,16.3508016879321,25.9444876271479,12.6088718232597,24.4753713342999,26.72289525199,19.8470156843724,12.9781910062508,12.806588888819,12.8755885733752,25.406949456378,25.7242964472069,26.4607806931116,24.7640281032476,19.0727802176516,23.2192162662057,15.4783413584542,8.41139339910106,28.5631310591711,12.534257186065,18.8842693159156
"ENSG00000107404.20",980.463346181163,885.366127383717,877.577853084735,917.058736781554,1077.22928767553,1199.08653685471,930.190862234115,1467.50247291907,1049.16410489335,1028.73697963997,832.458251686661,983.972912957591,1141.3289585399,1347.54551155174,1046.51115092046,526.040320179058,1062.29141242897,1386.20966621892,954.234887843422,1118.01250273757,1089.27544518359,1539.92532666836,1522.43016129205,1255.80390950839
"ENSG00000162576.17",94.9161220813896,83.3524941968597,68.7692586627804,117.18570024524,164.469828743317,177.099328585314,128.381240382281,164.188949367595,121.995826150389,93.7220185095361,105.679555336614,113.124868517901,134.273995122342,138.761031646372,120.436478821014,59.2721487525699,131.505528548281,146.478952071565,95.8728929701397,134.542505654256,125.119476811628,213.602545312062,168.730385197029,190.022959991401
"ENSG00000175756.13",1394.45919781276,1378.36563574319,1463.65616198694,1209.48543831096,1389.81814347423,1585.99780885956,1309.60327800675,1859.10841426786,1497.6439991224,1523.80975976681,1127.24859025722,1438.60681851067,1563.46432676699,1760.89703539974,1522.41063519379,590.60462507025,1601.12250667549,1746.30375672818,1147.47868773636,1629.98840920952,1580.29053485611,2090.07606837326,2064.29574118193,1811.70958749565
"ENSG00000221978.12",1939.72202679095,1669.08287160053,1578.61372870681,2048.06200887322,2947.95336314776,2971.20784390903,2235.78222647892,2715.74641096836,2703.65988049482,2152.29858977194,2095.97784750951,2455.66341943104,1858.68317905652,2338.41654035048,2381.83599377093,1649.03585279471,1890.60545588242,2104.87202482003,2156.39108485181,1805.01273072435,1844.19800275291,3098.47878228834,2070.08078296012,2495.08408336535
"ENSG00000224870.7",361.489060692952,347.640890430805,301.763612639663,403.16181277032,420.311784566255,455.720565276859,376.546763085529,523.161062270661,455.451084294787,347.322774476516,301.27943407368,405.541981479268,393.625136386043,456.347899851097,417.435174166038,210.627814317168,362.921101513112,436.385211379869,307.092860294979,326.235810170496,385.872672183761,617.212005930784,505.226981961389,413.093391285654
"ENSG00000242485.6",951.180712773074,989.048498213957,1000.74667457031,1024.56855352031,1026.25325888374,1063.72399271307,1047.10949186798,1105.47093859921,1067.75394506864,1050.78921928927,1128.17560390052,1018.12381666111,1009.81401811186,1070.023448259,957.645399557382,789.58969588245,915.415107816602,1048.24000076213,933.262692506204,1057.28977894672,1004.11008701769,1280.37339660893,1184.00521726829,1072.86255051045
"ENSG00000272455.1",44.428823101927,39.6432594350918,48.2411217485176,40.8537303607257,59.6323355677524,59.7851236625583,62.4712285788777,53.0299712243165,69.7119006573653,52.9253751583263,65.8179686745579,52.2935712960108,68.9763673573673,74.2664676417203,59.6335963094341,39.1619554258051,56.3595122349774,73.2394760357823,74.9006976329217,97.6326147225571,68.3425713676961,91.8987694947244,67.4921540788115,67.2752094379493
"ENSG00000160072.20",483.668324223251,428.960396964327,430.064468353806,414.987892611583,620.368652277425,626.051766655091,416.665900704992,618.003126191073,524.001119941196,482.944048319727,495.952299167443,521.868497219373,494.790475176848,734.847153507548,565.934521838551,405.379160218469,473.078329972386,575.997962573079,540.783036909694,517.929114686736,488.912241322749,809.702671764329,547.65062166807,625.541421089704
"ENSG00000197785.14",799.718815834687,778.63427505847,806.755780730528,837.501472394878,842.547192860502,991.530635837523,845.940673233243,1086.09460295956,928.330143753914,804.906747199546,758.297160222371,771.596980551343,886.576241766695,1152.10743881037,881.641796417907,475.235621248284,837.707295492618,1033.74468779672,831.397743725431,1009.6641132284,1021.98429799078,1123.89711341521,1087.58785429856,959.556934614961
"ENSG00000160075.12",2601.10564342191,2694.72514775457,2758.98160127692,2696.3462038079,2667.10429886093,2861.78978739453,2665.63012954459,3063.5006453432,2778.01924119601,3010.13071212981,2717.07698852294,2707.52633424448,3056.11291638042,3212.0247255044,2713.91327518032,2901.15999519275,3281.66068968209,2949.41473285765,2579.58002647782,2933.74100824854,3109.06128514273,3345.61195971335,3438.2431635006,3086.39776631996
"ENSG00000215014.5",26.2533954693205,13.2144198116973,16.4225095314102,18.2766688455878,28.8543559198802,32.71261483423,34.3878322452538,35.6932498625207,23.2373002191218,34.1809714564191,31.5184638723235,28.8148249998427,46.9039298030098,36.1560434571533,38.5864446708103,32.8113680594584,23.9100960996874,32.0422707656547,32.9563069584855,47.6256657183205,28.3884527219661,53.4006363280155,30.8535561503138,27.1461371416287
"ENSG00000228594.4",558.389526712856,532.642767794567,601.4744115879,526.798102019885,474.173248950031,551.602367377189,506.647395080073,700.607504444335,442.67056917427,564.537335022147,453.309671575476,522.935712960108,576.642431107591,781.752290965477,519.16307375272,440.307390733377,551.64007429993,596.596565208143,533.292967146402,606.036596265629,494.169362197187,797.283919129907,655.638068194169,612.558485935012
"ENSG00000286989.1",19.1851736121958,17.2803951383734,13.3432889942708,18.2766688455878,26.9307321918882,31.5845936330497,16.0476550477851,31.614021306804,13.9423801314731,16.539179736977,19.4672865093763,24.545962036903,13.7952734714735,24.4297590926712,21.0471516386238,14.8180371881425,24.7640281032476,17.5469578002395,5.24304883430452,29.7660410739503,14.7199384484269,37.2562579032667,27.9610352612219,28.3264039738734
"ENSG00000272106.1",85.8284082650863,78.2700250385146,84.1653613484775,99.9841295670393,110.608364359541,93.6257596979686,87.6889722253972,132.574928060791,99.9203909422236,103.645526351722,108.460596266525,117.393731480841,127.836200835654,154.396077465682,119.267192618868,124.894884871487,184.449312769017,167.077554706628,152.048416194831,155.9740552275,171.382140506684,161.443784247489,153.303607121872,160.516289185283
"ENSG00000197530.12",965.317156487324,909.761979343774,906.317244764703,932.110111124979,1147.44155374724,1517.18851558756,1006.41722371109,1523.59186556017,1120.03787056167,1159.94780555332,857.487620055859,1138.71919536415,1229.61870875734,1608.45533866147,1242.95123288095,770.537933783409,1175.86436890248,1499.12052510742,1005.91636921014,1171.59137667069,1164.9779857755,1989.48417203444,1560.99710647994,1534.34688191814
"ENSG00000248333.8",866.362050487577,855.887806265316,824.204697107651,949.31168180318,987.780784323899,1031.01137787884,836.770584634509,1180.93666687997,1005.01323447702,842.39555460336,901.05726129113,947.687577772604,971.187252391732,1200.96695699571,908.53537906726,694.330885387248,1034.11165631148,1083.33391636261,920.529573908607,1008.47347158544,1056.68129576207,1157.42774552815,1138.68905667252,1011.48867523373
"ENSG00000189339.12",2656.64167229932,2674.39527112119,2451.05954756298,2529.70598786283,2290.07404817449,2420.73349773302,2243.23292346539,2386.34870509424,2135.50789013729,2354.07658256305,2004.20349682245,2204.86772035833,2517.17756609486,2379.45853562617,2275.43094937566,2015.25305758738,2663.41391910446,2578.6398854265,2449.25281259654,2588.45493179072,2326.80169902633,2040.40105783557,2415.25494239175,2562.3592928033
"ENSG00000269737.2",24.233903510142,39.6432594350918,20.5281369142628,36.5533376911757,17.3126135519281,34.9686572365907,33.8147017078329,38.7526712793082,31.3703552958144,34.1809714564191,17.613259222769,26.6803935183729,30.3496016372416,9.77190363706846,33.9092998622272,34.9282305149073,35.8651441495311,33.5680931830669,40.4463767217777,55.9601572190266,37.8512702959548,19.8700042150756,25.06851437213,46.0304064575443
"ENSG00000008128.23",45.4385690815163,41.6762470984299,39.0034601370993,40.8537303607257,48.0905931998004,41.7367844436728,36.6803543949374,43.851706973954,45.3127354272874,37.4888074038144,34.2995048022344,34.1509037035173,29.4299167391434,41.0419952756875,33.9092998622272,27.519211920836,41.8426681744529,44.2488501049518,55.426516248362,26.1941161450763,31.542725246629,49.6750105376889,44.3519869660761,37.7685386318312
"ENSG00000268575.1",84.8186622854971,63.0226175634793,73.9012928913461,88.1580497257766,65.4032067517285,59.7851236625583,79.6651447015046,73.4261140028997,74.3593607011896,61.7462710180473,68.5990096044687,74.705101851444,82.7716408288408,57.6542314587039,66.6493135223087,74.0901859407124,98.2021804094303,76.2911208706065,96.621899946469,109.539031152137,101.9881449641,57.1262621183422,51.1012023739573,89.7002792505991
"ENSG00000215790.7",640.178951059585,425.91091546932,440.328536810937,513.896924011234,457.822447262099,397.063462815481,409.21520371852,369.170184292357,398.519698757938,403.555985582238,437.550439639314,450.365042590134,567.445582126609,471.982945670407,403.403739740289,592.721487525699,485.033378022229,487.500262363176,505.579709022221,515.54783140082,453.16381937657,474.396350634929,384.705278249225,462.664598239932
"ENSG00000008130.15",1687.28553189364,1759.55082261908,1752.07648563233,1671.77765028759,1906.31111444009,2047.35848014233,1793.32545158999,1957.00989960506,2004.21714389925,1894.28738587509,1827.14389095146,2055.45751665545,2004.91307785414,2218.22212561454,1955.04652998772,1516.73194932916,2016.98739240934,2235.32984150877,2084.48641512421,2169.3490734695,2170.13949696807,2465.12239793281,2374.75964994447,2238.96618076824
"ENSG00000078369.18",9798.57498593409,9913.86434026796,9900.72043374895,9499.56740703612,9067.00044189036,8975.664697792,9066.92510199858,9804.42583366497,9607.46177559589,8916.82310219551,9182.07013692247,8934.73018143271,9503.10405204902,10370.9213300208,8973.10231526661,9947.13667815451,9399.22956318782,9693.54981781927,8971.60556247136,9848.98767054869,9678.35952984066,9896.50397437107,10205.777870346,8985.37139387909
"ENSG00000169885.10",4.038983918357,8.13195065335217,3.07922053713942,4.30039266955008,8.65630677596406,10.1521908106231,5.73130537420897,10.1980713892916,12.780515120517,11.0261198246513,3.70805457321453,19.2098833332285,10.1165338790805,3.90876145482739,10.5235758193119,3.17529368317339,8.53932003560263,10.6807569218849,8.23907673962138,10.7157747866221,11.565665923764,32.2887568494978,6.74921540788115,9.4421346579578
"ENSG00000142609.18",1.00974597958925,0,0,1.07509816738752,4.80905931998003,2.25604240236069,0,5.09903569464581,4.64746004382435,4.41044792986052,0.927013643303632,4.26886296293966,2.75905469429469,4.88595181853423,2.33857240429153,0,2.56179601068079,9.15493450447278,4.4940418579753,4.76256657183205,1.05142417488763,3.72562579032667,2.89252088909192,3.54080049673417
"ENSG00000067606.17",60.5847587753551,42.6927409300989,54.3995628227964,67.7311845454137,70.2122660717085,93.6257596979686,67.0562728782449,60.1686211968206,85.9780108107505,81.5932867024197,57.4748458848252,80.0411805551186,85.5306955231355,74.2664676417203,85.3578927566409,66.6811673466412,76.8538803204237,102.993013175319,65.9126139169711,90.488764864809,95.6795999147746,115.494399500127,114.73666193398,86.1594787538649
"ENSG00000182873.5",7.06822185712476,17.2803951383734,8.21125476570512,13.9762761760378,16.3508016879321,19.1763604200659,11.4626107484179,13.2574928060791,20.9135701972096,8.82089585972105,6.48909550312542,11.7393731480841,11.955903675277,14.6578554556027,14.0314344257492,3.17529368317339,25.6179601068079,15.2582241741213,14.9801395265843,15.4783413584542,11.565665923764,31.0468815860555,12.534257186065,15.3434688191814
"ENSG00000162585.17",731.056089222618,783.716744216815,694.877434547796,702.03910330405,731.938828500961,869.704346110046,695.780472428968,1019.80713892916,734.298686924248,769.623163760661,628.515250159862,754.521528699585,835.073887473194,909.764228611074,805.638193278433,526.040320179058,795.010695314605,968.897235056703,729.532794944657,894.171873861468,815.905159712803,1113.96211130767,1136.76070941312,1044.53614653658
"ENSG00000157933.10",2077.04748001509,2249.50084948354,2081.55308310625,1958.82886098006,1496.57926037779,1730.38452261065,1689.5888243168,2016.15871366295,1608.02117516323,2003.44597213914,1585.19333004921,1693.67138054631,2358.99176362196,1883.04583086309,1999.47940566926,2011.01933267648,2595.9532908232,2480.22433950342,2439.51572190426,2605.12391479213,2461.38399341195,2011.8379267764,2879.98663190586,2492.72354970086
"ENSG00000116151.14",114.101295693585,91.4844448502119,109.825532491306,122.561191082177,125.997354183477,119.570247325117,109.467932647391,138.693770894366,142.909396347599,143.339557720467,98.263446190185,125.93145740672,141.631474307128,141.692602737493,153.176492481095,66.6811673466412,163.954944683571,182.33577888075,134.821255739259,151.211488655668,134.582294385617,158.960033720604,141.733523565504,141.632019869367
"ENSG00000269896.2",38.3703472243915,54.8906669101271,44.135494365665,51.6047120346009,108.684740631549,75.5774204790831,45.2773124562508,85.6637996700497,74.3593607011896,65.0541069654427,62.1099141013433,68.3018074070345,65.2976277649744,89.9015134610299,66.6493135223087,51.8631301584987,77.7078123239839,66.3732751574277,50.1834674140575,69.0572152915648,54.6740570941569,79.4800168603022,76.1697167460872,61.3738752767257
"ENSG00000157916.20",1947.79999462767,2098.04326856486,1968.6483300778,2081.39005206224,2113.10066519923,2221.0737451241,2112.55916093342,2113.04039186123,2090.19515471,2212.94224880752,2172.91997990371,2155.77579628453,2128.15085419931,2381.41291635358,2201.76591864048,1535.7837114282,2095.54913673689,2069.77810921956,2049.28308723674,2078.86030860469,2201.6822222147,2660.09681429324,2152.03554148439,2314.50325803191
"ENSG00000157911.11",294.845826040061,318.162569312404,319.212529016787,276.300229018593,352.023142222539,442.184310862695,362.218499650007,490.527233824927,353.206963330651,377.093298003075,295.717352213859,350.046762961052,413.858204144204,374.263909299722,406.911598346727,244.497613604351,368.898625538034,444.777234675636,298.853783555357,383.38660903248,345.918553538031,449.558845366084,498.477766553508,422.535525943611
"ENSG00000157881.16",420.054327509128,450.306767429376,393.113821908133,470.892997315734,554.0036336617,505.353498128794,433.286686290198,495.626269519573,534.4579050398,436.634345056192,391.199757474133,521.868497219373,438.689696392856,622.470261681261,473.560911869035,280.484275346983,455.14575789762,418.075342370924,384.989585833217,398.864950390934,482.603696273423,638.323885409302,511.97619736927,532.300341342371
"ENSG00000238164.6",88.8576462038541,74.2040497118385,59.5315970513621,77.4070680519014,114.455611815525,100.393886905051,89.4083638376599,125.436278088287,116.186501095609,99.2350784218618,66.7449823178615,115.259299999371,110.362187771788,122.148795463356,99.3893271823901,56.0968550693966,96.4943164023097,118.25123734944,129.578206904954,140.495713869046,119.86235593719,144.057530559298,114.73666193398,134.550418875899
"ENSG00000157873.17",477.609848345716,437.092347617679,422.879620433814,483.794175324384,655.955691245277,630.563851459813,542.754618937589,758.736511363297,573.961315412307,579.973902776659,469.068903511638,585.901441663468,531.577871100778,831.588999514526,565.934521838551,293.185450079676,584.94342243878,665.258573991689,529.547932264756,489.353715255744,550.94626764112,938.85769916232,733.73613219965,644.42569040562
"ENSG00000157870.17",136.315707244549,128.078222790297,138.564924171274,123.636289249565,134.653660959441,175.971307384134,112.906715871917,157.050299395091,176.603481665325,130.108213930885,116.803719056258,134.469183332599,137.952734714735,176.871455830939,144.991489066075,74.0901859407124,138.336984576763,168.60337712404,122.837144117992,121.445447581717,165.073595457358,156.47628319372,192.834725939461,133.370152043654
