id,category,rhythmic_in_ctrl,rhythmic_in_asthma,diff_rhythmic,ctrl_amp,ctrl_phase,asthma_amp,asthma_phase,p_val_ctrl_or_b,adj_p_val_ctrl_or_asthma,p_val_DR,adj_p_val_DR
ENSG00000013016,loss,TRUE,FALSE,TRUE,0.31561714964358,3.37188447590503,0.0782561742979642,5.16737721148907,0.000537542591478494,0.00833761766647483,0.00310506739334556,0.0730295997758576
ENSG00000023171,same,TRUE,FALSE,FALSE,0.276341945500143,3.39297392803294,0.173265319470617,3.18263154908069,2.18192549900869e-06,0.000126575309904587,0.359780130229586,0.618132883319981
ENSG00000026025,same,TRUE,TRUE,FALSE,0.319426171519312,2.96053059432747,0.268814783245259,3.39541554436294,0.00374551476923604,0.0330543464162008,0.652618989699338,0.793597716668346
ENSG00000026559,same,TRUE,TRUE,FALSE,0.371160439132362,2.72771968643199,0.272969902059985,2.30826645350655,0.00600612452132979,0.0457253273932113,0.618683233316788,0.776428513255865
ENSG00000035862,loss,TRUE,FALSE,TRUE,0.298192531300153,2.83609204788549,0.0485644646242265,0.962398859129209,0.0027695834469756,0.0268158968526312,0.00933275251116933,0.105771195126586
ENSG00000036828,change,TRUE,TRUE,TRUE,0.806807771227757,3.88386937275054,1.28734073928903,2.28462877606521,0.00254868523236967,0.0254694172879031,0.0153353533690137,0.148863620736797
ENSG00000041982,same,TRUE,TRUE,FALSE,0.322035028099358,2.82513604826873,0.222077807364455,2.54337734753692,0.000181138893746978,0.0037098364040714,0.549459533760938,0.726133701199822
ENSG00000047634,same,TRUE,FALSE,FALSE,0.282953024850792,0.329656844226958,0.129437422969859,0.677316016988859,0.00124393057407318,0.0151200608129969,0.253461313105578,0.526482341691972
ENSG00000047648,same,TRUE,TRUE,FALSE,0.370692631650514,2.97969214109794,0.363912011075961,3.09789109645131,3.36145105935854e-10,1.00028068653393e-07,0.906170685584019,0.946274150827125
ENSG00000048052,same,FALSE,TRUE,FALSE,0.0962376834845408,1.65810882825923,0.268547920522464,1.12329705558732,0.00313523865036382,0.0294620759489452,0.167954611749125,0.427160154291082
ENSG00000049246,change,TRUE,TRUE,TRUE,0.718458712280896,3.06352989210765,0.954223817343485,3.32279185953971,6.36792380584535e-36,2.35279179957828e-32,0.015767648031212,0.148863620736797
ENSG00000049323,loss,TRUE,FALSE,TRUE,0.399205720313672,3.59092954032972,0.129618764314407,3.52188331523533,1.4709405673385e-07,1.47728399853515e-05,0.0144638504275604,0.14374842117237
ENSG00000050165,loss,TRUE,FALSE,TRUE,0.252498095493651,2.8439251811049,0.0181737405471525,0.996650278121938,0.000392542603017972,0.00666078889957317,0.00347909409956906,0.0749164929440537
ENSG00000053438,same,TRUE,TRUE,FALSE,0.55687687871322,6.23665421224768,0.265017813210546,0.229562258438561,0.00602675322402299,0.0458107367818474,0.382534113661872,0.62604005132938
ENSG00000054179,same,TRUE,TRUE,FALSE,0.201402296956535,3.15079292803044,0.226032660907593,2.97595853131951,5.84174274799005e-05,0.00161290316524832,0.869621688720677,0.917934004760714
ENSG00000054392,same,TRUE,FALSE,FALSE,0.233485025259007,3.25219853667119,0.176681735208932,2.85215329886136,1.32479336314445e-10,5.0685963219924e-08,0.193662880641412,0.471065465178361
ENSG00000055163,same,TRUE,FALSE,FALSE,0.216716536254747,3.16467411996484,0.108904243552398,2.51819317896597,0.00509609637719614,0.0409241242804422,0.247530804317471,0.5174915844307
ENSG00000055732,same,TRUE,TRUE,FALSE,0.240681868364042,0.385959267897953,0.387348379256051,0.141720974371323,0.00185149439768376,0.0202530044087,0.570583194384331,0.735722043058438
ENSG00000061918,same,FALSE,TRUE,FALSE,0.0557919868881831,5.48571619687268,0.202235715602141,4.35079560795426,0.00475436680463984,0.039058241402739,0.0565620826961745,0.251482769043874
ENSG00000063127,same,TRUE,TRUE,FALSE,0.266975140038752,2.99932097760393,0.275616512650612,2.8661252216067,5.20630989979892e-05,0.00148333676914661,0.940864946997449,0.961706892025873
ENSG00000064270,same,FALSE,TRUE,FALSE,0.163405333225264,2.84544283482612,0.2244340448361,2.69862481175818,7.42211156086061e-11,2.98164776678673e-08,0.427954651909325,0.652025247956189
ENSG00000064300,same,TRUE,TRUE,FALSE,0.264008378321726,5.126515084089,0.223383985209005,4.87750063489644,6.27801722319891e-05,0.00170004881918819,0.751814901002742,0.850564669085414
ENSG00000064989,same,FALSE,TRUE,FALSE,0.071334675736205,3.5720351412713,0.269245493716267,3.67962471051215,0.00031265873220997,0.00557615223960267,0.070974004041477,0.284287246065859
ENSG00000065534,same,TRUE,FALSE,FALSE,0.24606685394199,3.75263862974027,0.140064813912903,3.78895706794828,5.71326011767392e-08,6.79127789344266e-06,0.219155535958742,0.498501676863899
ENSG00000066279,same,TRUE,FALSE,FALSE,0.403460225975271,6.2001586293563,0.132830175671194,5.35302012962823,0.0039701429400948,0.0343359671175368,0.085304157903737,0.315747915267943
ENSG00000067646,loss,TRUE,FALSE,TRUE,0.509533952976774,3.2342604709241,0.0975317789776525,5.89659154208554,0.00516874741384531,0.0413407469152305,0.00580907334684132,0.0833924751568776
ENSG00000067842,same,TRUE,TRUE,FALSE,0.445776619610188,2.96425835216737,0.663790956902749,4.26932210790803,0.00494518260812861,0.040012154748247,0.0598993504401654,0.257590443496462
ENSG00000069431,same,TRUE,TRUE,FALSE,0.223134387642372,4.11327723986967,0.449722951312982,3.92928669607983,0.000213160534434615,0.00422873657756768,0.30176521593898,0.571672520517834
ENSG00000069812,same,FALSE,TRUE,FALSE,0.0798556751387791,5.49278006645544,0.200548287665624,5.15530696267934,0.000358587881606128,0.0061627258497635,0.161999441114082,0.423155305085975
ENSG00000072201,same,TRUE,TRUE,FALSE,0.232285467991582,3.52741896714738,0.222000835316714,3.5639012698194,4.20233630209248e-19,6.13884927621128e-16,0.954395526136864,0.966362868157388
ENSG00000072571,same,TRUE,TRUE,FALSE,0.286455337907594,6.17985401828793,0.227685286678697,5.56162563703006,0.00211631940614931,0.0222268866257603,0.407482975185531,0.639643731200602
ENSG00000074219,same,TRUE,TRUE,FALSE,0.226329802908227,2.76697708590056,0.209432059023093,2.72750463628469,0.000219693314176598,0.00433159738098619,0.97872747305665,0.981483350388231
ENSG00000075461,same,TRUE,TRUE,FALSE,0.364091613765824,3.64262441913762,0.252493690889307,3.5740263337194,0.000204222023573855,0.0040969334541926,0.683647136497217,0.809707411186762
ENSG00000078018,same,TRUE,TRUE,FALSE,0.235827412808227,3.16317948211461,0.210243044726879,3.20171285638161,8.83456335566686e-06,0.000382648513644773,0.945982769488471,0.963887806134941
ENSG00000078081,gain,FALSE,TRUE,TRUE,0.0393287724047944,0.21848392814855,0.274778123402926,0.175596457666312,0.000124707914399756,0.00280270136571983,0.0168156175051205,0.150873457059831
ENSG00000080824,same,TRUE,FALSE,FALSE,0.267508149803761,3.63285838846182,0.190858636315896,3.73239835994101,4.19094806561758e-07,3.4012295185055e-05,0.569931834892821,0.735722043058438
ENSG00000080839,same,TRUE,FALSE,FALSE,0.20868212036535,5.40105005087938,0.168843124556465,4.60833483271377,0.000976577718081688,0.0127078817619265,0.22178097195192,0.501561819411883
ENSG00000081041,gain,FALSE,TRUE,TRUE,0.198031203623859,0.220882742903798,0.578198893141416,0.753725893461501,9.49923986504094e-06,0.000403818215321013,0.0336152669260028,0.199224426001815
ENSG00000081059,same,TRUE,FALSE,FALSE,0.213357747370364,4.33115464198252,0.114070726963611,4.80206631268911,0.000150065204180268,0.00325424799726414,0.211141173000349,0.490210483521123
ENSG00000081181,same,TRUE,TRUE,FALSE,0.325413719378609,0.212018070538874,0.370110039614256,0.189023008029423,0.000155088965032333,0.00332726913098073,0.951617033887827,0.965062172514186
ENSG00000085465,same,TRUE,TRUE,FALSE,0.437309191591618,0.60391139906993,0.276690646911654,0.395298215556662,2.20119678142364e-05,0.000789843689089383,0.436830355289545,0.656261417481503
ENSG00000087245,same,TRUE,TRUE,FALSE,0.471069458458875,2.87436579729641,0.419185122545916,2.87022320027227,0.00604018546959437,0.045891130170644,0.975101740115054,0.979651203910303
ENSG00000087253,loss,TRUE,FALSE,TRUE,0.221452614488223,2.98477860263431,0.0361539960335221,3.43696082441041,0.000644679038868271,0.00948658193733906,0.0248326826442603,0.176284758112002
ENSG00000088386,same,TRUE,TRUE,FALSE,0.335325681895264,0.0624985142561583,0.310350094604079,0.242787697194694,0.000114385702510419,0.00262956202237472,0.890197582187829,0.935466666743342
ENSG00000089057,same,TRUE,FALSE,FALSE,0.201572980437487,0.283902652016291,0.1530099358401,6.20753026058894,7.32888701336423e-07,5.28107109496636e-05,0.406740231924378,0.639643731200602
ENSG00000089101,same,TRUE,TRUE,FALSE,0.274559946411142,3.29446010310189,0.211541937969192,3.03097829444071,4.80284532948147e-08,6.0961524056685e-06,0.487887153574306,0.689661052973745
ENSG00000089127,same,FALSE,TRUE,FALSE,0.0848186050508185,5.63581453724286,0.204321630036079,0.391870655521941,0.0012303937257177,0.0149895350860938,0.0572259551849063,0.251482769043874
ENSG00000089847,same,TRUE,TRUE,FALSE,0.391107479952266,3.27454759047825,0.288210722882332,3.14669046018174,4.2781493229214e-08,5.5439985056471e-06,0.563277056213204,0.734664633869927
ENSG00000090661,same,TRUE,FALSE,FALSE,0.253861954281771,3.65131301521361,0.15144824019285,3.78958373099135,3.55524410959447e-10,1.03871304721952e-07,0.166893015603358,0.426137897548495
ENSG00000091262,same,TRUE,FALSE,FALSE,0.212620438854276,3.54080328285671,0.13028382225306,3.15344157602626,1.67448640036394e-06,0.000103889274005591,0.218436693788841,0.498501676863899
ENSG00000091428,same,TRUE,FALSE,FALSE,0.521080021691245,1.03249079402277,0.0985679804567054,0.922321158210926,0.00436814490643452,0.0367881134703859,0.0772444642098384,0.302423781088216
ENSG00000092421,change,TRUE,TRUE,TRUE,0.244324723489568,0.831135689739681,0.210091622384284,3.62631483252015,9.83129339830631e-05,0.00235152750858433,1.08582042076204e-05,0.00646032717751144
ENSG00000094804,same,TRUE,TRUE,FALSE,0.485909860601421,6.14160235036581,0.207195541201568,6.15523676253606,0.000218358156118256,0.00432117883086732,0.198086130686845,0.479264570875287
ENSG00000095370,same,TRUE,FALSE,FALSE,0.536020497405298,3.64385010358681,0.107447911867125,4.65491687517615,0.00578165720703993,0.0446875659739897,0.0472227516032133,0.23110528436118
ENSG00000095564,same,TRUE,FALSE,FALSE,0.244352915800642,0.21708346765486,0.0649221263275232,0.447913909519841,9.14413508061516e-05,0.0022229516885084,0.0375143401696302,0.204905096696848
ENSG00000095585,same,TRUE,FALSE,FALSE,0.262599575614036,5.04219412248849,0.120019430908169,5.33405257339483,1.32407732855138e-05,0.000529046619876424,0.126652976449328,0.362025764540999
ENSG00000095637,same,TRUE,TRUE,FALSE,0.415938409231536,4.46476028061517,0.300471694082094,4.24676864931425,1.71969179306684e-06,0.000105883280512903,0.531326102838591,0.71507638007027
ENSG00000097046,loss,TRUE,FALSE,TRUE,0.226497242112047,5.80634721408778,0.0427951348876174,6.18210402017174,0.000400320127779179,0.00674659357510762,0.027061604007657,0.177123282708214
ENSG00000099194,same,TRUE,TRUE,FALSE,0.263628894084005,4.69126721002749,0.206120025845562,4.73350586238333,0.000770521741477364,0.0108705126108865,0.859601957357058,0.913327079691874
ENSG00000099338,same,TRUE,FALSE,FALSE,0.237980207103302,2.87128092500757,0.183323316046269,2.36206376947172,0.000158309142130954,0.00338280532566794,0.398291949261383,0.639643731200602
ENSG00000099864,loss,TRUE,FALSE,TRUE,0.25493843388561,2.83656847559393,0.057064383058302,1.19913255182496,0.000177817979328244,0.00367472194052138,0.00232793801936566,0.0653846939352268
ENSG00000100031,same,TRUE,TRUE,FALSE,0.310352145501112,2.72765438172889,0.278393497660448,2.35552405115746,0.00288555195934766,0.02770755063061,0.735409167604088,0.842319448562647
ENSG00000100079,same,TRUE,TRUE,FALSE,0.608462558645039,1.47976416124135,0.765556423827699,0.903255669845815,0.00587314945014673,0.0451990605911915,0.510168942144051,0.699423131203513
ENSG00000100162,same,FALSE,TRUE,FALSE,0.165628838644955,2.97464461872813,0.213562449985323,2.57023911517754,0.00477935301802787,0.0392159793399733,0.659818557409755,0.795583060612916
ENSG00000100201,same,FALSE,TRUE,FALSE,0.0532954302198795,3.8755763944666,0.202927318834179,3.41653477002169,0.000574218050453223,0.00874040449978998,0.0657433550863622,0.271602710880849
ENSG00000100234,gain,FALSE,TRUE,TRUE,0.0956081576742422,2.84751426822993,0.246025533911233,4.34264980712479,0.000105199747081707,0.00246063280328376,0.00409322206693102,0.0777712192716894
ENSG00000100292,loss,TRUE,FALSE,TRUE,0.216509925314617,2.88620725714925,0.052321178815667,0.908128041603109,0.00272849152519769,0.0265953977831124,0.00651960030777725,0.0859522816086552
ENSG00000100302,same,TRUE,FALSE,FALSE,0.431004012604759,2.82573574060303,0.0500294357030301,2.52527840901261,0.00485501124199959,0.0395461382136331,0.0455289329808498,0.226243774658685
ENSG00000100385,same,TRUE,TRUE,FALSE,0.488797273260484,4.41173554502118,0.80168264002329,4.40611242430504,7.1564154787816e-05,0.00186563500530364,0.502609985012243,0.69710602510171
ENSG00000100399,loss,TRUE,FALSE,TRUE,0.328410973157716,3.98464284945632,0.111921831612362,4.56640193572922,4.8408465635014e-07,3.75202764267616e-05,0.00963967088138991,0.105905161342113
ENSG00000100416,same,TRUE,FALSE,FALSE,0.2207801214899,0.242333025339274,0.0646114457575293,1.1586846829556,0.00562418137719753,0.0437864833525271,0.07537080084254,0.296887422830981
ENSG00000100554,same,TRUE,FALSE,FALSE,0.219480658626268,3.66619387406461,0.144328211908091,3.72479837110946,6.85317268760248e-10,1.62471821111821e-07,0.323953713968338,0.592101900462221
ENSG00000100583,same,TRUE,TRUE,FALSE,0.265686377351983,3.63568400567105,0.210275912283429,3.23036330223102,4.46952582714114e-07,3.5554856691253e-05,0.369778582243146,0.625332366830033
ENSG00000100626,same,TRUE,TRUE,FALSE,0.467432027602464,4.00555825283094,0.4814736750715,3.30732617529609,0.00144028082535824,0.0168810157422915,0.345714228068606,0.606343448160427
ENSG00000101049,same,FALSE,TRUE,FALSE,0.178951146420872,1.39158483520594,0.695822188460712,2.13931614319576,0.00380217536683462,0.0334229518433619,0.0859788943813056,0.315747915267943
ENSG00000101224,same,FALSE,TRUE,FALSE,0.1596547806545,3.6801483643396,0.207090276495651,4.02171617433134,4.67823490072892e-05,0.00136681012036024,0.561547069458271,0.734330783137739
ENSG00000101298,gain,FALSE,TRUE,TRUE,0.132057187501631,2.54750805753519,0.246917423513182,0.921948742908571,0.00400066002723769,0.0345273321889096,0.0188741786279337,0.163498937211814
ENSG00000101445,same,TRUE,TRUE,FALSE,0.377520793525379,2.62860184061669,0.324071199188468,1.89318108663695,0.00146139751738627,0.0171035664289001,0.296199609252185,0.562779257579151
ENSG00000101825,same,TRUE,TRUE,FALSE,0.338668949868842,3.53907547253707,0.24059346948434,3.57427474814767,0.00104940013046632,0.0132860829039117,0.762767194856672,0.861446866918549
ENSG00000102317,same,TRUE,TRUE,FALSE,0.621124225141375,0.0569267603630332,0.498966160041993,6.04703167219046,4.69339536752306e-13,3.7709085080364e-10,0.307875016467758,0.579846240927613
ENSG00000102466,same,TRUE,TRUE,FALSE,0.457410032912225,3.36619229070195,0.537772998913993,3.06843514193137,4.85879385887102e-10,1.30126597530331e-07,0.469246092621344,0.681252243097419
ENSG00000102871,same,TRUE,FALSE,FALSE,0.278238178941317,3.12183602323202,0.176598397539463,3.45068475565672,6.26886416331928e-10,1.5739746600059e-07,0.142988704136741,0.38974980114909
ENSG00000102893,same,TRUE,FALSE,FALSE,0.223257513101076,3.84604218135443,0.160045506948838,3.83326725159483,3.19743483056992e-14,3.66997002088772e-11,0.346770301470995,0.606343448160427
ENSG00000103196,same,FALSE,TRUE,FALSE,0.158966684792796,4.28441179105812,0.201878531181161,4.50749340464516,0.000955335956042154,0.0125112416280696,0.781337853532302,0.864288105105937
ENSG00000103316,gain,FALSE,TRUE,TRUE,0.0348392267811441,2.31086746854202,0.217323938853789,0.845287730557374,0.000305659415715582,0.00549400576189451,0.00680705839363447,0.0879471944457573
ENSG00000104332,same,TRUE,TRUE,FALSE,1.06702179043707,3.20488796018932,0.689894117608878,3.07145407567037,0.000159921904248649,0.00340820302303918,0.564076870587436,0.734664633869927
ENSG00000104381,same,TRUE,FALSE,FALSE,0.208166854278389,0.0349967580302992,0.171253702947454,6.27251312588178,3.85703438018746e-07,3.1511448504084e-05,0.828331405961823,0.887952840398866
ENSG00000104490,same,TRUE,FALSE,FALSE,0.20875379942565,3.60987310619891,0.118754942412581,3.52220979211284,0.000109597966042555,0.00253765088809483,0.410250695691398,0.639643731200602
ENSG00000105516,same,TRUE,TRUE,FALSE,0.347405276264462,3.34010992419153,0.378911489585934,3.48182570645507,2.883986419754e-12,1.85371111116108e-09,0.794530289987053,0.871420318050316
ENSG00000105664,change,TRUE,TRUE,TRUE,0.842790682296696,2.48867657386001,0.660144884569639,1.0204915645301,0.00299398017833695,0.0285520875286032,0.0247768572335679,0.176284758112002
ENSG00000105696,same,TRUE,TRUE,FALSE,0.611399752404597,2.95832421596874,0.364651721971738,2.3181427820432,0.00292289945801136,0.0280071982055961,0.290217637196407,0.558158998619087
ENSG00000105982,same,TRUE,FALSE,FALSE,0.254541301486317,3.95290925762415,0.195502319172936,3.68061259327518,2.22025517690171e-07,2.01566556144823e-05,0.503945067681887,0.69710602510171
ENSG00000106211,same,TRUE,FALSE,FALSE,0.20635665872409,4.02152500281279,0.170102995212473,4.5497337411386,3.22720323465276e-05,0.00103149451339117,0.35338039124236,0.612020731213311
ENSG00000106541,same,TRUE,FALSE,FALSE,0.223342846761381,4.31879893999634,0.0928306746653291,4.50125245200999,9.72477384186022e-06,0.000411229975960136,0.0973834163995218,0.319338512660361
ENSG00000106686,same,TRUE,FALSE,FALSE,0.231147797296606,0.454475091550502,0.116461725153852,0.912499885968331,0.000306327474297263,0.0054998616586399,0.210252922631093,0.490210483521123
ENSG00000106804,same,FALSE,TRUE,FALSE,0.118351106720468,3.89088388241749,0.228253130838179,3.15387201268998,0.00271525050014047,0.0265666807578103,0.201910851990097,0.483206420715339
ENSG00000107186,same,TRUE,TRUE,FALSE,0.227971600428691,3.87265850665637,0.215194267557326,3.51936926386168,2.05463246116503e-12,1.43547343558526e-09,0.340682300093623,0.604617488627694
ENSG00000107281,same,TRUE,FALSE,FALSE,0.317800268383779,3.20440199625016,0.184895648507271,3.1028329906423,4.54648488876863e-07,3.59888993485828e-05,0.276564037580078,0.551183168538272
ENSG00000107796,same,TRUE,FALSE,FALSE,0.37137135380867,3.12574638071753,0.173602780206093,2.96663994705211,6.8754022251564e-10,1.62471821111821e-07,0.0374863629770779,0.204905096696848
ENSG00000107984,same,TRUE,FALSE,FALSE,0.288824163355307,3.20436999695582,0.0464702460756287,2.68380197405029,0.00208065412368404,0.0219527453141686,0.0386626390092998,0.204905096696848
ENSG00000108342,change,TRUE,TRUE,TRUE,0.457119858365678,5.50410106469842,1.11214998682571,0.39299611161686,0.000531319670571248,0.00828688948200058,0.02784566090653,0.177123282708214
ENSG00000108474,same,TRUE,FALSE,FALSE,0.253226076536202,0.269207164084078,0.0696949182423801,0.693919519075246,0.00384028465082764,0.0336658669144296,0.1125507739291,0.34245526617462
ENSG00000108556,loss,TRUE,FALSE,TRUE,0.699578784549374,1.31575572489917,0.107935230058354,4.88413404379072,0.00104743716058304,0.0132843470666211,0.0021062324828758,0.0618466447244439
ENSG00000108622,same,TRUE,TRUE,FALSE,0.352401986514847,0.504894835800993,0.428211773159558,0.484045354567291,3.47987499790851e-06,0.000184548222248818,0.858718163352435,0.913327079691874
ENSG00000108797,same,TRUE,FALSE,FALSE,0.264816359614597,0.483051653465209,0.112384227386363,1.0144960597918,0.000466569231130301,0.00753497585430433,0.131161383688877,0.370001108572115
ENSG00000108813,same,TRUE,FALSE,FALSE,0.373112494644863,2.64294458265263,0.173806730713325,2.54807974954939,5.05812036907076e-05,0.00145140957518925,0.203715779080163,0.483206420715339
ENSG00000108846,same,TRUE,TRUE,FALSE,0.262193954638971,5.66964582240897,0.228958471960373,5.64485699390016,0.000372883165591357,0.00637431871051864,0.950508663990933,0.965062172514186
ENSG00000109182,same,TRUE,FALSE,FALSE,0.260839125440591,3.84383264806566,0.0964329093802245,4.18174456986922,0.00029944149314581,0.00543084125661402,0.113715963754011,0.343273423294818
ENSG00000109255,loss,TRUE,FALSE,TRUE,0.507389123610253,6.24459448027549,0.182649520043018,5.0224209331084,0.000921601760397403,0.0122059317398841,0.0213691244562973,0.16710063194021
ENSG00000109265,same,TRUE,FALSE,FALSE,0.355748969107,4.45109734506496,0.127837172553466,4.18688216218357,0.00478217047006438,0.0392159793399733,0.217920889560755,0.498501676863899
ENSG00000109272,same,TRUE,TRUE,FALSE,0.346090265582259,4.52787640651225,0.445854677905154,5.85799779032157,0.00422896529164621,0.0359932432581901,0.0525773631893282,0.244833807453178
ENSG00000109736,same,TRUE,FALSE,FALSE,0.269744450630294,3.07929677254317,0.161868711880403,2.88943549339006,6.81670884781175e-12,3.91206051698168e-09,0.111191936494267,0.342332305097837
ENSG00000109738,same,TRUE,FALSE,FALSE,0.244361085076436,3.5032253913301,0.124454256443374,3.34669988551855,1.94492918262319e-07,1.80653566679607e-05,0.132646272021169,0.372563007502934
ENSG00000110799,same,FALSE,TRUE,FALSE,0.199793748296345,3.92021767884598,0.217992627369712,3.45146452813095,0.000339951405095903,0.00592481467297837,0.549658482796769,0.726133701199822
ENSG00000110852,same,TRUE,TRUE,FALSE,0.280453707119532,0.353017954128842,0.2493190276167,5.58666759127327,0.00643396027279576,0.0477981080090407,0.157545746942664,0.41882531903276
ENSG00000110900,same,TRUE,TRUE,FALSE,0.428248755524772,3.54267384364138,0.45751182953942,3.21870964654028,2.88709234384111e-11,1.4965382862317e-08,0.438507768658751,0.657252943279705
ENSG00000111186,loss,TRUE,FALSE,TRUE,0.30623508368937,3.13467520833335,0.0877708393398349,3.55320488709031,6.39847939403496e-06,0.000299758499658157,0.0166129113936681,0.150873457059831
ENSG00000111328,loss,TRUE,FALSE,TRUE,0.236007896201654,2.36878878199283,0.153389403324277,0.569766232768914,0.000209638541528609,0.00418469779356921,0.00109099692928229,0.0469856010877571
ENSG00000111879,same,TRUE,FALSE,FALSE,0.218804805624578,3.6465497520265,0.120946463809983,2.82600281161076,0.000261587184496221,0.00491630931891201,0.0919126557604354,0.317875790982023
ENSG00000112081,same,TRUE,FALSE,FALSE,0.27358617632383,0.244080576955021,0.198758783449113,0.223544748843026,9.2243722712875e-12,5.11125648370065e-09,0.45019449147558,0.670105164730932
ENSG00000112186,same,TRUE,FALSE,FALSE,0.247338396753571,3.83094148159049,0.191468580712439,3.8004798450805,2.99555465775358e-08,4.22241822767037e-06,0.698113496485678,0.818477892431484
ENSG00000112539,same,TRUE,TRUE,FALSE,0.263276635106574,2.9013553761743,0.240047951658587,2.7363391820681,4.83728042687208e-09,8.93451254935718e-07,0.805596936668348,0.878926931776846
ENSG00000112818,same,TRUE,TRUE,FALSE,0.302636400593764,3.02302058206984,0.287306484788394,3.24356790102493,0.00579025576110056,0.0447259977141445,0.909054608558002,0.946274150827125
ENSG00000113070,same,TRUE,TRUE,FALSE,0.292467994241978,5.93841305861692,0.356845724149729,0.0163459405701052,0.000461968065474103,0.00749078188103265,0.651637885128454,0.793597716668346
ENSG00000113657,same,TRUE,TRUE,FALSE,0.205508608536883,3.84621107709672,0.402707516383464,3.43359705246511,3.88187088762567e-06,0.000199928792606592,0.133267419629046,0.372687242772138
ENSG00000113805,same,TRUE,TRUE,FALSE,0.385170312521193,3.36245504099211,0.265899803937247,3.00076638746976,0.000181548508867626,0.00371158141093368,0.479624830566127,0.68548150563212
ENSG00000114853,same,TRUE,FALSE,FALSE,0.204197437118422,1.75749163696232,0.0736288162807853,2.86161010288004,0.00300361656266993,0.0286100264051826,0.0496105205653884,0.239167136457022
ENSG00000114857,same,TRUE,FALSE,FALSE,0.267246458078994,0.0979287170528599,0.087036546122346,0.690431140989628,0.00169108924643904,0.0190829445934192,0.0959532186400844,0.317875790982023
ENSG00000115232,same,TRUE,TRUE,FALSE,0.390016534973122,3.2456316207448,0.263037167022708,2.99863457727248,2.77312524565052e-05,0.00092836144942413,0.493547126409971,0.693371835240129
ENSG00000115252,same,FALSE,TRUE,FALSE,0.15999751159634,3.42212801735531,0.21931507239302,3.8354000517209,0.0065557361992505,0.0484340804532212,0.631158697798092,0.779595638198025
ENSG00000115266,same,TRUE,FALSE,FALSE,0.280666245039129,2.58894386721888,0.183078202138088,3.04144907322107,0.000735076315133082,0.0104715791736467,0.410916638464783,0.639643731200602
ENSG00000115486,same,TRUE,FALSE,FALSE,0.2291120008669,3.561875236626,0.197515709030313,3.55961295585368,6.11091869202496e-11,2.58411453847761e-08,0.849530797675859,0.905605437786477
ENSG00000115718,same,FALSE,TRUE,FALSE,0.150015648811582,0.996800785122144,0.224029826522913,0.827037348852158,0.00120589515813273,0.0147733816328298,0.666362973586371,0.800131005458728
